feature,concordance_index,concordance_index_std,p_value,fit_ok,kept,cluster_id,drop_reason
original_firstorder_RobustMeanAbsoluteDeviation,0.4568374311939872,0.22076720912031805,0.18315526184482467,True,False,8.0,redundant_with_original_glszm_GrayLevelVariance
original_firstorder_RootMeanSquared,0.5958599542904859,0.12151622283342736,0.05330451019215166,True,False,15.0,redundant_with_original_glrlm_LongRunHighGrayLevelEmphasis
original_firstorder_Skewness,0.42664758940602027,0.17860006195536637,0.47211541437599824,True,False,19.0,cut_by_max_features
original_firstorder_TotalEnergy,0.6777081531566946,0.13030663750501,0.1965796032483461,True,True,12.0,kept
original_firstorder_Uniformity,0.5195820534579003,0.16985673225431977,0.4891909429556407,True,False,8.0,redundant_with_original_glszm_GrayLevelVariance
original_firstorder_Variance,0.4738038394907429,0.21370145363323367,0.03156149451036154,True,False,8.0,redundant_with_original_glszm_GrayLevelVariance
original_glcm_Autocorrelation,0.6130179123819646,0.137992801229235,0.040044344584011175,True,False,15.0,redundant_with_original_glrlm_LongRunHighGrayLevelEmphasis
original_glcm_ClusterProminence,0.4704694126716028,0.2142178322122499,0.01033266993076561,True,False,8.0,redundant_with_original_glszm_GrayLevelVariance
original_glcm_ClusterShade,0.41046869874285274,0.23017009937299698,0.00836198333214262,True,False,17.0,cut_by_max_features
original_glcm_ClusterTendency,0.4557082218384479,0.21576623962574426,0.05558921802812075,True,False,8.0,redundant_with_original_glszm_GrayLevelVariance
original_glcm_Contrast,0.45285474803285525,0.23427294682547892,0.040032974849903,True,False,8.0,redundant_with_original_glszm_GrayLevelVariance
original_glcm_Correlation,0.25754045219704796,0.11591022617331735,0.9559658559952987,True,False,3.0,cut_by_max_features
original_glcm_DifferenceAverage,0.44852619802214627,0.2274137862694942,0.1875644548180592,True,False,8.0,redundant_with_original_glszm_GrayLevelVariance
original_glcm_DifferenceEntropy,0.5644597683075279,0.22547941593332105,0.32612470853159164,True,False,8.0,redundant_with_original_glszm_GrayLevelVariance
